frame,image,has_ball,reason,wrist_conf
121,frame_00121_hard.jpg,0,hard_wrist_visible_ball_missing,0.3957739472389221
126,frame_00126_hard.jpg,0,hard_wrist_visible_ball_missing,0.23124666512012482
129,frame_00129_hard.jpg,0,hard_wrist_visible_ball_missing,0.28646090626716614
135,frame_00135_hard.jpg,0,hard_wrist_visible_ball_missing,0.30146464705467224
145,frame_00145_hard.jpg,0,hard_wrist_visible_ball_missing,0.4015280306339264
152,frame_00152_hard.jpg,0,hard_wrist_visible_ball_missing,0.4022009074687958
166,frame_00166_hard.jpg,0,hard_wrist_visible_ball_missing,0.517656683921814
170,frame_00170_hard.jpg,0,hard_wrist_visible_ball_missing,0.5142146348953247
171,frame_00171_hard.jpg,0,hard_wrist_visible_ball_missing,0.535811722278595
174,frame_00174_hard.jpg,0,hard_wrist_visible_ball_missing,0.5790770649909973
178,frame_00178_hard.jpg,0,hard_wrist_visible_ball_missing,0.5352104306221008
198,frame_00198_hard.jpg,0,hard_wrist_visible_ball_missing,0.6840283274650574
205,frame_00205_hard.jpg,0,hard_wrist_visible_ball_missing,0.4492453336715698
210,frame_00210_hard.jpg,0,hard_wrist_visible_ball_missing,0.4703359305858612
217,frame_00217_hard.jpg,0,hard_wrist_visible_ball_missing,0.37250691652297974
224,frame_00224_hard.jpg,0,hard_wrist_visible_ball_missing,0.42022785544395447
229,frame_00229_hard.jpg,0,hard_wrist_visible_ball_missing,0.4095248878002167
232,frame_00232_hard.jpg,0,hard_wrist_visible_ball_missing,0.4491816759109497
234,frame_00234_hard.jpg,0,hard_wrist_visible_ball_missing,0.4888826310634613
236,frame_00236_hard.jpg,0,hard_wrist_visible_ball_missing,0.4571278989315033
238,frame_00238_hard.jpg,0,hard_wrist_visible_ball_missing,0.46052590012550354
241,frame_00241_hard.jpg,0,hard_wrist_visible_ball_missing,0.46187180280685425
249,frame_00249_hard.jpg,0,hard_wrist_visible_ball_missing,0.48754626512527466
253,frame_00253_hard.jpg,0,hard_wrist_visible_ball_missing,0.530306339263916
260,frame_00260_hard.jpg,0,hard_wrist_visible_ball_missing,0.466802179813385
266,frame_00266_hard.jpg,0,hard_wrist_visible_ball_missing,0.44242098927497864
274,frame_00274_hard.jpg,0,hard_wrist_visible_ball_missing,0.5414392352104187
277,frame_00277_hard.jpg,0,hard_wrist_visible_ball_missing,0.5156635046005249
278,frame_00278_hard.jpg,0,hard_wrist_visible_ball_missing,0.6844252943992615
279,frame_00279_hard.jpg,0,hard_wrist_visible_ball_missing,0.6740033030509949
289,frame_00289_hard.jpg,0,hard_wrist_visible_ball_missing,0.47911325097084045
290,frame_00290_hard.jpg,0,hard_wrist_visible_ball_missing,0.4986228942871094
291,frame_00291_hard.jpg,0,hard_wrist_visible_ball_missing,0.6086559891700745
296,frame_00296_hard.jpg,0,hard_wrist_visible_ball_missing,0.4836249351501465
303,frame_00303_hard.jpg,0,hard_wrist_visible_ball_missing,0.7619509100914001
304,frame_00304_hard.jpg,0,hard_wrist_visible_ball_missing,0.7641749978065491
306,frame_00306_hard.jpg,0,hard_wrist_visible_ball_missing,0.9127213954925537
308,frame_00308_hard.jpg,0,hard_wrist_visible_ball_missing,0.9322176575660706
315,frame_00315_hard.jpg,0,hard_wrist_visible_ball_missing,0.9048877358436584
316,frame_00316_hard.jpg,0,hard_wrist_visible_ball_missing,0.9000828266143799
325,frame_00325_hard.jpg,0,hard_wrist_visible_ball_missing,0.7334291338920593
327,frame_00327_hard.jpg,0,hard_wrist_visible_ball_missing,0.7577610015869141
332,frame_00332_hard.jpg,0,hard_wrist_visible_ball_missing,0.892505943775177
336,frame_00336_hard.jpg,0,hard_wrist_visible_ball_missing,0.8600529432296753
340,frame_00340_hard.jpg,0,hard_wrist_visible_ball_missing,0.9013856053352356
343,frame_00343_hard.jpg,0,hard_wrist_visible_ball_missing,0.872793436050415
344,frame_00344_hard.jpg,0,hard_wrist_visible_ball_missing,0.8756359219551086
347,frame_00347_hard.jpg,0,hard_wrist_visible_ball_missing,0.7449433207511902
358,frame_00358_hard.jpg,0,hard_wrist_visible_ball_missing,0.9283775687217712
364,frame_00364_hard.jpg,0,hard_wrist_visible_ball_missing,0.8380027413368225
374,frame_00374_hard.jpg,0,hard_wrist_visible_ball_missing,0.8714814186096191
381,frame_00381_hard.jpg,0,hard_wrist_visible_ball_missing,0.8573285937309265
385,frame_00385_hard.jpg,0,hard_wrist_visible_ball_missing,0.875996470451355
388,frame_00388_hard.jpg,0,hard_wrist_visible_ball_missing,0.8815397620201111
390,frame_00390_hard.jpg,0,hard_wrist_visible_ball_missing,0.8655372858047485
397,frame_00397_hard.jpg,0,hard_wrist_visible_ball_missing,0.8542071580886841
401,frame_00401_hard.jpg,0,hard_wrist_visible_ball_missing,0.8697323799133301
411,frame_00411_hard.jpg,0,hard_wrist_visible_ball_missing,0.8869011998176575
414,frame_00414_hard.jpg,0,hard_wrist_visible_ball_missing,0.8685023784637451
418,frame_00418_hard.jpg,0,hard_wrist_visible_ball_missing,0.8728238344192505
420,frame_00420_hard.jpg,0,hard_wrist_visible_ball_missing,0.8804367780685425
433,frame_00433_hard.jpg,0,hard_wrist_visible_ball_missing,0.8318936228752136
439,frame_00439_hard.jpg,0,hard_wrist_visible_ball_missing,0.9066330790519714
447,frame_00447_hard.jpg,0,hard_wrist_visible_ball_missing,0.9160526990890503
449,frame_00449_hard.jpg,0,hard_wrist_visible_ball_missing,0.8869459629058838
455,frame_00455_hard.jpg,0,hard_wrist_visible_ball_missing,0.8860734701156616
457,frame_00457_hard.jpg,0,hard_wrist_visible_ball_missing,0.9044351577758789
461,frame_00461_hard.jpg,0,hard_wrist_visible_ball_missing,0.9483030438423157
462,frame_00462_hard.jpg,0,hard_wrist_visible_ball_missing,0.9551449418067932
472,frame_00472_hard.jpg,0,hard_wrist_visible_ball_missing,0.9609584808349609
474,frame_00474_hard.jpg,0,hard_wrist_visible_ball_missing,0.9722148180007935
476,frame_00476_hard.jpg,0,hard_wrist_visible_ball_missing,0.987313449382782
480,frame_00480_hard.jpg,0,hard_wrist_visible_ball_missing,0.9893746376037598
481,frame_00481_hard.jpg,0,hard_wrist_visible_ball_missing,0.9906180500984192
483,frame_00483_hard.jpg,0,hard_wrist_visible_ball_missing,0.9905845522880554
486,frame_00486_hard.jpg,0,hard_wrist_visible_ball_missing,0.9916831254959106
494,frame_00494_hard.jpg,0,hard_wrist_visible_ball_missing,0.9846685528755188
496,frame_00496_hard.jpg,0,hard_wrist_visible_ball_missing,0.9817675948143005
497,frame_00497_hard.jpg,0,hard_wrist_visible_ball_missing,0.9820452332496643
504,frame_00504_hard.jpg,0,hard_wrist_visible_ball_missing,0.9824800491333008
510,frame_00510_hard.jpg,0,hard_wrist_visible_ball_missing,0.9779907464981079
514,frame_00514_hard.jpg,0,hard_wrist_visible_ball_missing,0.9869185090065002
526,frame_00526_hard.jpg,0,hard_wrist_visible_ball_missing,0.9732493162155151
528,frame_00528_hard.jpg,0,hard_wrist_visible_ball_missing,0.9730660915374756
529,frame_00529_hard.jpg,0,hard_wrist_visible_ball_missing,0.9730940461158752
531,frame_00531_hard.jpg,0,hard_wrist_visible_ball_missing,0.9732537269592285
542,frame_00542_hard.jpg,0,hard_wrist_visible_ball_missing,0.9402803778648376
551,frame_00551_hard.jpg,0,hard_wrist_visible_ball_missing,0.69261234998703
560,frame_00560_hard.jpg,0,hard_wrist_visible_ball_missing,0.3009432554244995
